,time,open,high,low,close,volume,RSI_14
0,2022-09-11 05:20:00,21599.79,21600.81,21585.23,21586.87,120.45105,
1,2022-09-11 05:21:00,21586.87,21586.87,21569.0,21571.46,168.42234,
2,2022-09-11 05:22:00,21571.46,21572.04,21557.78,21567.0,148.23361,
3,2022-09-11 05:23:00,21565.99,21577.25,21563.89,21571.8,111.82202,
4,2022-09-11 05:24:00,21571.8,21572.31,21561.73,21566.01,128.94524,
5,2022-09-11 05:25:00,21566.01,21577.5,21558.34,21563.26,173.25011,
6,2022-09-11 05:26:00,21563.26,21564.99,21557.21,21559.59,125.25608,
7,2022-09-11 05:27:00,21558.9,21571.2,21556.46,21568.9,115.83146,
8,2022-09-11 05:28:00,21569.85,21578.86,21567.37,21578.52,134.86686,
9,2022-09-11 05:29:00,21578.44,21586.1,21574.7,21577.41,208.69585,
10,2022-09-11 05:30:00,21577.41,21581.99,21571.8,21572.21,111.82005,
11,2022-09-11 05:31:00,21572.21,21574.37,21558.71,21559.09,105.57435,
12,2022-09-11 05:32:00,21559.12,21564.3,21554.0,21558.64,140.1994,
13,2022-09-11 05:33:00,21558.64,21570.82,21556.97,21568.53,200.98343,
14,2022-09-11 05:34:00,21568.53,21584.0,21567.78,21583.15,140.03557,48.14371257485154
15,2022-09-11 05:35:00,21583.79,21587.89,21579.37,21581.07,86.85269,47.090980085904306
16,2022-09-11 05:36:00,21581.86,21582.32,21572.58,21579.64,125.96497,46.34074249231519
17,2022-09-11 05:37:00,21580.46,21598.18,21579.25,21596.59,137.31137,55.40904874703134
18,2022-09-11 05:38:00,21597.06,21600.0,21586.67,21598.56,163.71682,56.33272299951746
19,2022-09-11 05:39:00,21598.84,21608.53,21596.98,21604.94,158.1033,59.274929061812834
20,2022-09-11 05:40:00,21604.39,21606.05,21593.85,21601.87,103.50658,57.275134100758265
21,2022-09-11 05:41:00,21602.85,21609.0,21596.11,21607.44,107.74753,59.91737314385498
22,2022-09-11 05:42:00,21607.44,21617.53,21599.19,21601.12,219.8591,55.70765660441352
23,2022-09-11 05:43:00,21600.11,21601.12,21590.19,21593.15,164.12969,50.85520284038175
24,2022-09-11 05:44:00,21593.12,21599.22,21583.79,21587.91,128.0384,47.9009459633108
25,2022-09-11 05:45:00,21587.91,21589.46,21580.79,21587.36,124.58326,47.58845993763967
26,2022-09-11 05:46:00,21586.61,21595.15,21585.25,21587.92,103.54694,47.96070414036745
27,2022-09-11 05:47:00,21587.92,21596.98,21585.0,21594.65,130.10993,52.34150088223826
28,2022-09-11 05:48:00,21595.57,21596.6,21586.07,21590.18,100.24766,49.36879875258601
29,2022-09-11 05:49:00,21590.61,21595.13,21588.91,21594.06,84.77376,51.92130480846042
30,2022-09-11 05:50:00,21594.06,21611.0,21593.59,21610.95,165.99877,61.11197265054741
31,2022-09-11 05:51:00,21610.11,21616.27,21600.99,21604.49,177.44031,56.65138115537388
32,2022-09-11 05:52:00,21605.6,21611.0,21595.01,21608.54,132.69504,58.687284161980855
33,2022-09-11 05:53:00,21607.55,21608.54,21592.34,21602.59,122.51022,54.62804966700612
34,2022-09-11 05:54:00,21602.59,21612.31,21599.0,21608.3,180.04453,57.655005179148574
35,2022-09-11 05:55:00,21607.53,21611.95,21604.09,21609.21,107.91231,58.13437003180434
36,2022-09-11 05:56:00,21609.21,21610.6,21601.75,21603.32,95.82895,53.88258668898921
37,2022-09-11 05:57:00,21603.32,21612.25,21602.69,21610.86,99.236,58.10659311116295
38,2022-09-11 05:58:00,21610.86,21611.73,21603.52,21605.01,100.8962,53.97584879565625
39,2022-09-11 05:59:00,21603.99,21605.71,21587.44,21590.3,163.07367,45.26253651293288
40,2022-09-11 06:00:00,21590.3,21603.11,21588.87,21598.02,117.25613,49.83908974920394
41,2022-09-11 06:01:00,21598.49,21607.77,21597.66,21600.71,79.61406,51.364977662087256
42,2022-09-11 06:02:00,21600.71,21609.19,21600.14,21602.53,102.01266,52.419581322885456
43,2022-09-11 06:03:00,21602.53,21609.82,21601.95,21607.71,120.92142,55.384859714881365
44,2022-09-11 06:04:00,21607.71,21608.58,21601.06,21603.19,104.95835,52.32074852611072
45,2022-09-11 06:05:00,21603.84,21604.83,21596.48,21597.75,103.12278,48.82003407667638
46,2022-09-11 06:06:00,21598.97,21600.57,21590.0,21592.9,94.74367,45.8731131991177
47,2022-09-11 06:07:00,21592.62,21603.74,21592.01,21599.99,89.5245,50.57039600684744
48,2022-09-11 06:08:00,21599.36,21608.44,21597.76,21604.02,117.86486,53.0637587269625
49,2022-09-11 06:09:00,21604.91,21616.99,21602.38,21615.11,159.78461,59.16773681597777
50,2022-09-11 06:10:00,21616.01,21627.03,21614.93,21623.07,178.74332,62.89744365235793
51,2022-09-11 06:11:00,21623.07,21627.62,21616.08,21620.54,123.51416,60.990552307123814
52,2022-09-11 06:12:00,21620.54,21621.1,21603.95,21605.81,128.2865,51.2486778683507
53,2022-09-11 06:13:00,21604.93,21618.0,21604.41,21614.04,105.16335,55.52326911111949
54,2022-09-11 06:14:00,21613.48,21629.06,21613.31,21624.16,109.45816,60.15026383734771
55,2022-09-11 06:15:00,21625.34,21628.01,21619.31,21620.5,89.93368,57.80798168608732
56,2022-09-11 06:16:00,21621.11,21622.14,21614.17,21614.92,111.3615,54.33412312676935
57,2022-09-11 06:17:00,21615.79,21619.01,21611.59,21614.53,92.9265,54.08946923054204
58,2022-09-11 06:18:00,21614.64,21617.52,21611.33,21613.93,82.76909,53.68893870562452
59,2022-09-11 06:19:00,21614.39,21629.85,21613.46,21626.64,111.76397,60.381599596724975
60,2022-09-11 06:20:00,21626.64,21629.99,21622.67,21625.31,96.88682,59.414004442203996
61,2022-09-11 06:21:00,21625.31,21626.11,21618.35,21626.07,100.72992,59.81032825255791
62,2022-09-11 06:22:00,21625.54,21634.4,21616.9,21620.5,144.53592,55.530449768869275
63,2022-09-11 06:23:00,21620.5,21621.99,21585.68,21585.9,221.39239,37.553632847330526
64,2022-09-11 06:24:00,21586.6,21591.0,21565.01,21566.06,219.6304,31.297073281415233
65,2022-09-11 06:25:00,21566.05,21569.3,21557.15,21560.62,183.81273,29.82959107920154
66,2022-09-11 06:26:00,21561.28,21566.33,21544.38,21549.72,216.29966,27.088827323770747
67,2022-09-11 06:27:00,21549.72,21559.81,21542.77,21546.58,214.90488,26.338075872332062
68,2022-09-11 06:28:00,21546.18,21546.79,21530.01,21534.13,324.32915,23.55105208559385
69,2022-09-11 06:29:00,21534.93,21535.06,21511.25,21515.64,404.18994,20.142148839931494
70,2022-09-11 06:30:00,21515.64,21516.64,21425.01,21436.17,1062.9662,12.061383742532586
71,2022-09-11 06:31:00,21436.17,21470.99,21400.0,21401.73,720.03369,10.159206126966295
72,2022-09-11 06:32:00,21401.73,21409.24,21363.14,21402.22,724.41388,10.375775462077192
73,2022-09-11 06:33:00,21402.22,21411.22,21361.22,21371.65,417.98949,8.929547150203916
74,2022-09-11 06:34:00,21371.65,21383.45,21350.0,21372.28,522.5832,9.210402163721458
75,2022-09-11 06:35:00,21372.28,21408.38,21359.39,21402.51,515.87673,21.690089219284573
76,2022-09-11 06:36:00,21402.75,21420.62,21390.5,21393.12,410.51939,20.73659686311228
77,2022-09-11 06:37:00,21393.12,21417.97,21392.5,21406.84,442.83905,25.864671043018735
78,2022-09-11 06:38:00,21405.43,21418.42,21400.34,21402.32,272.26479,25.284305499819627
79,2022-09-11 06:39:00,21402.32,21415.77,21385.92,21394.15,300.78728,24.22615496253906
80,2022-09-11 06:40:00,21393.29,21416.0,21390.89,21405.22,360.89237,28.58712585388588
81,2022-09-11 06:41:00,21405.22,21407.64,21389.57,21389.57,198.27341,26.284053367486365
82,2022-09-11 06:42:00,21390.39,21399.99,21383.12,21396.08,266.14262,28.851801097726636
83,2022-09-11 06:43:00,21397.03,21419.86,21394.27,21417.43,204.17594,36.645920687742674
84,2022-09-11 06:44:00,21416.4,21429.69,21412.18,21426.63,204.6737,39.710826388913524
85,2022-09-11 06:45:00,21427.08,21427.3,21413.36,21414.33,217.82753,37.124935431356185
86,2022-09-11 06:46:00,21414.94,21418.19,21397.9,21417.94,230.02627,38.392933483363194
87,2022-09-11 06:47:00,21417.94,21448.54,21417.17,21445.45,261.98067,47.141260635299275
88,2022-09-11 06:48:00,21445.5,21496.88,21443.23,21490.45,421.47192,57.71809373755769
89,2022-09-11 06:49:00,21489.79,21504.09,21476.76,21499.88,386.59032,59.54491408505089
90,2022-09-11 06:50:00,21499.83,21502.56,21473.76,21483.79,286.98386,55.16529573617448
91,2022-09-11 06:51:00,21483.79,21487.99,21466.09,21467.81,202.73327,51.14206218929558
92,2022-09-11 06:52:00,21469.13,21478.7,21465.01,21466.71,146.61161,50.867053467159316
93,2022-09-11 06:53:00,21465.86,21473.8,21458.85,21463.47,157.15207,50.01396025744504
94,2022-09-11 06:54:00,21464.8,21476.57,21461.65,21472.94,180.97119,52.520396378142145
95,2022-09-11 06:55:00,21474.06,21484.9,21461.64,21464.32,168.02305,50.0598075041514
96,2022-09-11 06:56:00,21464.32,21468.0,21440.04,21450.81,232.16357,46.39137077796694
97,2022-09-11 06:57:00,21449.37,21461.41,21446.57,21450.46,155.80553,46.29671667839939
98,2022-09-11 06:58:00,21451.2,21454.08,21443.99,21448.69,144.90237,45.78792141767127
99,2022-09-11 06:59:00,21448.71,21455.36,21442.21,21442.22,123.03927,43.88917913823678
100,2022-09-11 07:00:00,21442.22,21463.06,21428.56,21460.8,262.23215,50.26717631203286
101,2022-09-11 07:01:00,21460.8,21475.87,21459.75,21475.87,160.20115,54.758994553898354
102,2022-09-11 07:02:00,21475.15,21476.19,21463.09,21473.46,125.62538,53.92026956042811
103,2022-09-11 07:03:00,21472.46,21474.29,21451.22,21457.22,168.32688,48.5264512001381
104,2022-09-11 07:04:00,21457.22,21463.87,21448.53,21448.89,171.49028,45.98543063293447
105,2022-09-11 07:05:00,21449.55,21458.56,21445.16,21456.05,149.62509,48.4825357848336
106,2022-09-11 07:06:00,21455.06,21457.63,21445.5,21450.66,115.32448,46.731107292135846
107,2022-09-11 07:07:00,21449.75,21456.34,21442.23,21445.09,174.89542,44.92498905741589
108,2022-09-11 07:08:00,21445.09,21448.25,21443.37,21447.85,102.58417,46.037917840992044
109,2022-09-11 07:09:00,21447.85,21462.65,21444.83,21461.7,189.88341,51.3506199779662
110,2022-09-11 07:10:00,21461.7,21462.67,21452.17,21456.29,103.84747,49.308502344504085
111,2022-09-11 07:11:00,21456.29,21483.06,21452.01,21474.82,215.10781,55.79316416703822
112,2022-09-11 07:12:00,21476.07,21481.28,21472.1,21477.82,144.59398,56.757641665849945
113,2022-09-11 07:13:00,21477.82,21481.43,21475.58,21479.85,97.52185,57.434380493044344
114,2022-09-11 07:14:00,21480.33,21508.06,21478.92,21502.82,303.92905,64.25174098840652
115,2022-09-11 07:15:00,21501.81,21532.11,21501.22,21522.47,411.02808,68.8482304193661
116,2022-09-11 07:16:00,21521.51,21548.74,21515.33,21532.72,373.07301,70.94674576078631
117,2022-09-11 07:17:00,21532.22,21556.64,21531.33,21544.98,330.41526,73.26647325746542
118,2022-09-11 07:18:00,21546.28,21551.11,21535.64,21542.55,173.29562,72.03872676799377
119,2022-09-11 07:19:00,21543.56,21551.17,21535.04,21548.37,183.5138,73.19719736866516
120,2022-09-11 07:20:00,21548.37,21551.51,21525.75,21545.42,257.99743,71.57839531708584
121,2022-09-11 07:21:00,21546.34,21547.02,21529.13,21530.58,158.43117,63.920081135690666
122,2022-09-11 07:22:00,21530.58,21534.23,21525.96,21530.19,128.10806,63.72711067253304
123,2022-09-11 07:23:00,21530.19,21531.59,21508.96,21521.22,175.62452,59.29335206796259
124,2022-09-11 07:24:00,21522.34,21548.0,21513.05,21546.42,318.9024,66.37188316912071
125,2022-09-11 07:25:00,21546.93,21562.57,21542.22,21548.43,219.28851,66.8667878313324
126,2022-09-11 07:26:00,21548.43,21558.86,21538.84,21555.63,194.54276,68.64679620456407
127,2022-09-11 07:27:00,21555.63,21570.7,21548.82,21568.73,250.12466,71.63285039793072
128,2022-09-11 07:28:00,21568.73,21576.85,21555.5,21571.87,230.07093,72.31350498446824
129,2022-09-11 07:29:00,21573.0,21579.55,21565.3,21566.55,176.87191,69.28039539932439
130,2022-09-11 07:30:00,21567.6,21578.89,21565.44,21574.26,170.25512,71.1678362665083
131,2022-09-11 07:31:00,21574.26,21591.84,21574.26,21585.74,296.89512,73.75365869571155
132,2022-09-11 07:32:00,21585.25,21619.31,21577.35,21608.39,423.29898,77.95463114937175
133,2022-09-11 07:33:00,21609.4,21610.38,21585.34,21593.14,255.22772,69.84831869804657
134,2022-09-11 07:34:00,21593.55,21596.33,21574.08,21582.92,201.36696,64.97219522413246
135,2022-09-11 07:35:00,21582.92,21586.58,21568.01,21572.29,173.15763,60.260084106065925
136,2022-09-11 07:36:00,21572.29,21579.32,21563.76,21569.43,147.1179,59.01985037530943
137,2022-09-11 07:37:00,21568.26,21580.6,21568.26,21575.13,195.2705,60.75352643124344
138,2022-09-11 07:38:00,21575.13,21583.72,21562.47,21565.57,168.79112,56.44076880141863
139,2022-09-11 07:39:00,21564.62,21582.0,21564.2,21577.54,121.83651,60.24603427826425
140,2022-09-11 07:40:00,21577.54,21582.15,21569.39,21576.28,162.9082,59.655269431921354
141,2022-09-11 07:41:00,21575.33,21616.87,21566.25,21611.36,384.70354,68.82189706030665
142,2022-09-11 07:42:00,21611.27,21617.81,21603.35,21611.14,175.00166,68.7164507787197
143,2022-09-11 07:43:00,21612.29,21612.29,21602.53,21607.96,126.18884,67.11572104266705
144,2022-09-11 07:44:00,21608.39,21620.95,21606.1,21617.53,178.31728,69.42409474404458
145,2022-09-11 07:45:00,21616.7,21619.66,21613.29,21614.37,107.8921,67.73334190149006
146,2022-09-11 07:46:00,21614.36,21617.8,21581.22,21587.36,377.08433,55.32967243060002
147,2022-09-11 07:47:00,21587.36,21612.82,21584.79,21599.26,247.00769,58.900669462951946
148,2022-09-11 07:48:00,21599.26,21603.66,21595.52,21597.22,158.7472,58.04403442764797
149,2022-09-11 07:49:00,21597.96,21598.44,21585.44,21590.49,136.61381,55.19220886740612
150,2022-09-11 07:50:00,21590.49,21597.96,21587.25,21594.93,112.33849,56.70357603331125
151,2022-09-11 07:51:00,21594.93,21598.13,21583.35,21586.9,89.95314,53.20806126588467
152,2022-09-11 07:52:00,21586.11,21588.39,21579.72,21583.56,119.2018,51.77829821365432
153,2022-09-11 07:53:00,21584.79,21594.38,21576.94,21578.55,147.79668,49.624244705976295
154,2022-09-11 07:54:00,21579.23,21590.84,21578.55,21588.49,110.62862,53.73650412046673
155,2022-09-11 07:55:00,21588.06,21589.44,21580.27,21581.14,92.20396,50.45659003741502
156,2022-09-11 07:56:00,21581.2,21586.91,21580.12,21582.93,116.38789,51.23719642426432
157,2022-09-11 07:57:00,21582.92,21591.2,21574.01,21575.1,155.19753,47.696974769038505
158,2022-09-11 07:58:00,21574.74,21605.58,21566.03,21602.3,351.06129,58.43972216061084
159,2022-09-11 07:59:00,21603.17,21613.51,21602.3,21611.49,135.45926,61.32971779363683
160,2022-09-11 08:00:00,21610.82,21611.95,21596.7,21602.71,251.59013,57.23482275419701
161,2022-09-11 08:01:00,21602.71,21604.6,21598.93,21602.89,150.03504,57.29777120173423
162,2022-09-11 08:02:00,21602.89,21609.0,21598.59,21600.04,228.09015,55.894880559983605
163,2022-09-11 08:03:00,21600.9,21613.04,21594.22,21594.92,276.21699,53.36693267995578
164,2022-09-11 08:04:00,21594.92,21601.1,21592.19,21598.54,147.79726,54.91935368365415
